"Age","Freq_100000w","Freq","No_of_transcripts","TotalFreq","Word","LogFreq"
"18.0","0","0","243","84684","bursting",0
"21.0","0","0","297","164518","bursting",0
"24.0","0","0","456","284427","bursting",0
"27.0","4","2","616","402831","bursting",0.477121254719662
"30.0","14","6","486","406497","bursting",0.845098040014257
"33.0","0","0","361","332325","bursting",0
"36.0","0","0","250","242145","bursting",0
"39.0","0","0","236","189088","bursting",0
"42.0","0","0","215","156791","bursting",0
"45.0","0","0","249","156558","bursting",0
"48.0","0","0","221","140589","bursting",0
"51.0","0","0","154","112895","bursting",0
"54.0","0","0","173","385725","bursting",0
"57.0","0","0","182","113300","bursting",0
"60.0","0","0","120","80352","bursting",0
"63.0","0","0","108","48940","bursting",0
"66.0","0","0","157","52266","bursting",0
"69.0","0","0","117","40283","bursting",0
"12","0","0","180","15597","business",0
"15.0","0","0","87","33500","business",0
"18.0","11","1","243","84684","business",0.301029995663981
"21.0","0","0","297","164518","business",0
"24.0","3","1","456","284427","business",0.301029995663981
"27.0","0","0","616","402831","business",0
"30.0","0","0","486","406497","business",0
"33.0","0","0","361","332325","business",0
"36.0","0","0","250","242145","business",0
"39.0","0","0","236","189088","business",0
"42.0","0","0","215","156791","business",0
"45.0","25","4","249","156558","business",0.698970004336019
"48.0","28","4","221","140589","business",0.698970004336019
"51.0","0","0","154","112895","business",0
"54.0","7","3","173","385725","business",0.602059991327962
"57.0","8","1","182","113300","business",0.301029995663981
"60.0","0","0","120","80352","business",0
"63.0","0","0","108","48940","business",0
"66.0","38","2","157","52266","business",0.477121254719662
"69.0","24","1","117","40283","business",0.301029995663981
"12","0","0","180","15597","buttery",0
"15.0","0","0","87","33500","buttery",0
"18.0","0","0","243","84684","buttery",0
"21.0","0","0","297","164518","buttery",0
"24.0","0","0","456","284427","buttery",0
"27.0","0","0","616","402831","buttery",0
"30.0","0","0","486","406497","buttery",0
"33.0","0","0","361","332325","buttery",0
"36.0","0","0","250","242145","buttery",0
"39.0","0","0","236","189088","buttery",0
"42.0","0","0","215","156791","buttery",0
"45.0","0","0","249","156558","buttery",0
"48.0","0","0","221","140589","buttery",0
"51.0","0","0","154","112895","buttery",0
"54.0","0","0","173","385725","buttery",0
"57.0","0","0","182","113300","buttery",0
"60.0","0","0","120","80352","buttery",0
"63.0","0","0","108","48940","buttery",0
"66.0","19","1","157","52266","buttery",0.301029995663981
"69.0","0","0","117","40283","buttery",0
"12","0","0","180","15597","buttock",0
"15.0","0","0","87","33500","buttock",0
"18.0","0","0","243","84684","buttock",0
"21.0","0","0","297","164518","buttock",0
"24.0","3","1","456","284427","buttock",0.301029995663981
"27.0","0","0","616","402831","buttock",0
"30.0","0","0","486","406497","buttock",0
"33.0","0","0","361","332325","buttock",0
"36.0","0","0","250","242145","buttock",0
"39.0","0","0","236","189088","buttock",0
"42.0","0","0","215","156791","buttock",0
"45.0","0","0","249","156558","buttock",0
"48.0","0","0","221","140589","buttock",0
"51.0","0","0","154","112895","buttock",0
"54.0","0","0","173","385725","buttock",0
"57.0","0","0","182","113300","buttock",0
"60.0","0","0","120","80352","buttock",0
"63.0","0","0","108","48940","buttock",0
"66.0","0","0","157","52266","buttock",0
"69.0","0","0","117","40283","buttock",0
"12","0","0","180","15597","buzz",0
"15.0","89","3","87","33500","buzz",0.602059991327962
"18.0","0","0","243","84684","buzz",0
"21.0","0","0","297","164518","buzz",0
"24.0","24","7","456","284427","buzz",0.903089986991944
"27.0","79","32","616","402831","buzz",1.51851393987789
"30.0","59","24","486","406497","buzz",1.39794000867204
"33.0","18","6","361","332325","buzz",0.845098040014257
"36.0","49","12","250","242145","buzz",1.11394335230684
"39.0","37","7","236","189088","buzz",0.903089986991944
"42.0","31","5","215","156791","buzz",0.778151250383644
"45.0","19","3","249","156558","buzz",0.602059991327962
"48.0","35","5","221","140589","buzz",0.778151250383644
"51.0","0","0","154","112895","buzz",0
"54.0","0","0","173","385725","buzz",0
"57.0","8","1","182","113300","buzz",0.301029995663981
"60.0","0","0","120","80352","buzz",0
"63.0","0","0","108","48940","buzz",0
"66.0","0","0","157","52266","buzz",0
"69.0","0","0","117","40283","buzz",0
"12","0","0","180","15597","buzzing",0
"15.0","0","0","87","33500","buzzing",0
"18.0","0","0","243","84684","buzzing",0
"21.0","0","0","297","164518","buzzing",0
"24.0","10","3","456","284427","buzzing",0.602059991327962
"27.0","0","0","616","402831","buzzing",0
"30.0","4","2","486","406497","buzzing",0.477121254719662
"33.0","0","0","361","332325","buzzing",0
"36.0","0","0","250","242145","buzzing",0
"39.0","15","3","236","189088","buzzing",0.602059991327962
"42.0","0","0","215","156791","buzzing",0
"45.0","0","0","249","156558","buzzing",0
"48.0","0","0","221","140589","buzzing",0
"51.0","0","0","154","112895","buzzing",0
"54.0","0","0","173","385725","buzzing",0
"57.0","0","0","182","113300","buzzing",0
"60.0","0","0","120","80352","buzzing",0
"63.0","0","0","108","48940","buzzing",0
"66.0","0","0","157","52266","buzzing",0
"69.0","0","0","117","40283","buzzing",0
"12","0","0","180","15597","cab",0
"15.0","0","0","87","33500","cab",0
"18.0","0","0","243","84684","cab",0
"21.0","6","1","297","164518","cab",0.301029995663981
"24.0","3","1","456","284427","cab",0.301029995663981
"27.0","37","15","616","402831","cab",1.20411998265592
"30.0","31","13","486","406497","cab",1.14612803567824
"33.0","48","16","361","332325","cab",1.23044892137827
"36.0","4","1","250","242145","cab",0.301029995663981
"39.0","5","1","236","189088","cab",0.301029995663981
"42.0","0","0","215","156791","cab",0
"45.0","19","3","249","156558","cab",0.602059991327962
"48.0","0","0","221","140589","cab",0
"51.0","8","1","154","112895","cab",0.301029995663981
"54.0","7","3","173","385725","cab",0.602059991327962
"57.0","0","0","182","113300","cab",0
"60.0","24","2","120","80352","cab",0.477121254719662
"63.0","0","0","108","48940","cab",0
"66.0","0","0","157","52266","cab",0
"69.0","0","0","117","40283","cab",0
"12","0","0","180","15597","cage",0
"15.0","0","0","87","33500","cage",0
"18.0","23","2","243","84684","cage",0.477121254719662
"21.0","12","2","297","164518","cage",0.477121254719662
"24.0","21","6","456","284427","cage",0.845098040014257
"27.0","44","18","616","402831","cage",1.27875360095283
"30.0","2","1","486","406497","cage",0.301029995663981
"33.0","39","13","361","332325","cage",1.14612803567824
"36.0","99","24","250","242145","cage",1.39794000867204
"39.0","21","4","236","189088","cage",0.698970004336019
"42.0","70","11","215","156791","cage",1.07918124604762
"45.0","83","13","249","156558","cage",1.14612803567824
"48.0","14","2","221","140589","cage",0.477121254719662
"51.0","159","18","154","112895","cage",1.27875360095283
"54.0","121","47","173","385725","cage",1.68124123737559
"57.0","8","1","182","113300","cage",0.301029995663981
"60.0","24","2","120","80352","cage",0.477121254719662
"63.0","20","1","108","48940","cage",0.301029995663981
"66.0","0","0","157","52266","cage",0
"69.0","49","2","117","40283","cage",0.477121254719662
"12","0","0","180","15597","call",0
"15.0","89","3","87","33500","call",0.602059991327962
"18.0","23","2","243","84684","call",0.477121254719662
"21.0","79","13","297","164518","call",1.14612803567824
"24.0","63","18","456","284427","call",1.27875360095283
"27.0","81","33","616","402831","call",1.53147891704226
"30.0","236","96","486","406497","call",1.98677173426624
"33.0","153","51","361","332325","call",1.7160033436348
"36.0","165","40","250","242145","call",1.61278385671974
"39.0","327","62","236","189088","call",1.79934054945358
"42.0","599","94","215","156791","call",1.97772360528885
"45.0","498","78","249","156558","call",1.89762709129044
"48.0","476","67","221","140589","call",1.83250891270624
"51.0","637","72","154","112895","call",1.86332286012046
"54.0","373","144","173","385725","call",2.16136800223497
"57.0","573","65","182","113300","call",1.81954393554187
"60.0","771","62","120","80352","call",1.79934054945358
"63.0","980","48","108","48940","call",1.69019608002851
"66.0","1052","55","157","52266","call",1.7481880270062
"69.0","1141","46","117","40283","call",1.67209785793572
"12","0","0","180","15597","camp",0
"15.0","0","0","87","33500","camp",0
"18.0","0","0","243","84684","camp",0
"21.0","0","0","297","164518","camp",0
"24.0","17","5","456","284427","camp",0.778151250383644
"27.0","27","11","616","402831","camp",1.07918124604762
"30.0","2","1","486","406497","camp",0.301029995663981
"33.0","9","3","361","332325","camp",0.602059991327962
"36.0","33","8","250","242145","camp",0.954242509439325
"39.0","42","8","236","189088","camp",0.954242509439325
"42.0","38","6","215","156791","camp",0.845098040014257
"45.0","19","3","249","156558","camp",0.602059991327962
"48.0","120","17","221","140589","camp",1.25527250510331
"51.0","8","1","154","112895","camp",0.301029995663981
"54.0","36","14","173","385725","camp",1.17609125905568
"57.0","44","5","182","113300","camp",0.778151250383644
"60.0","0","0","120","80352","camp",0
"63.0","20","1","108","48940","camp",0.301029995663981
"66.0","76","4","157","52266","camp",0.698970004336019
"69.0","0","0","117","40283","camp",0
"12","0","0","180","15597","cancer",0
"15.0","0","0","87","33500","cancer",0
"18.0","0","0","243","84684","cancer",0
"21.0","0","0","297","164518","cancer",0
"24.0","0","0","456","284427","cancer",0
"27.0","0","0","616","402831","cancer",0
"30.0","0","0","486","406497","cancer",0
"33.0","0","0","361","332325","cancer",0
"36.0","0","0","250","242145","cancer",0
"39.0","0","0","236","189088","cancer",0
"42.0","0","0","215","156791","cancer",0
"45.0","0","0","249","156558","cancer",0
"48.0","0","0","221","140589","cancer",0
"51.0","0","0","154","112895","cancer",0
"54.0","0","0","173","385725","cancer",0
"57.0","0","0","182","113300","cancer",0
"60.0","0","0","120","80352","cancer",0
"63.0","0","0","108","48940","cancer",0
"66.0","0","0","157","52266","cancer",0
"69.0","0","0","117","40283","cancer",0
"12","0","0","180","15597","capacity",0
"15.0","0","0","87","33500","capacity",0
"18.0","0","0","243","84684","capacity",0
"21.0","0","0","297","164518","capacity",0
"24.0","0","0","456","284427","capacity",0
"27.0","0","0","616","402831","capacity",0
"30.0","0","0","486","406497","capacity",0
"33.0","0","0","361","332325","capacity",0
"36.0","0","0","250","242145","capacity",0
"39.0","0","0","236","189088","capacity",0
"42.0","0","0","215","156791","capacity",0
"45.0","0","0","249","156558","capacity",0
"48.0","0","0","221","140589","capacity",0
"51.0","0","0","154","112895","capacity",0
"54.0","0","0","173","385725","capacity",0
"57.0","0","0","182","113300","capacity",0
"60.0","0","0","120","80352","capacity",0
"63.0","0","0","108","48940","capacity",0
"66.0","0","0","157","52266","capacity",0
"69.0","0","0","117","40283","capacity",0
"12","0","0","180","15597","caramel",0
"15.0","0","0","87","33500","caramel",0
"18.0","0","0","243","84684","caramel",0
"21.0","0","0","297","164518","caramel",0
"24.0","0","0","456","284427","caramel",0
"27.0","0","0","616","402831","caramel",0
"30.0","0","0","486","406497","caramel",0
"33.0","0","0","361","332325","caramel",0
"36.0","0","0","250","242145","caramel",0
"39.0","5","1","236","189088","caramel",0.301029995663981
"42.0","0","0","215","156791","caramel",0
"45.0","12","2","249","156558","caramel",0.477121254719662
"48.0","0","0","221","140589","caramel",0
"51.0","0","0","154","112895","caramel",0
"54.0","0","0","173","385725","caramel",0
"57.0","0","0","182","113300","caramel",0
"60.0","0","0","120","80352","caramel",0
"63.0","0","0","108","48940","caramel",0
"66.0","0","0","157","52266","caramel",0
"69.0","0","0","117","40283","caramel",0
"12","0","0","180","15597","caramelized",0
"15.0","0","0","87","33500","caramelized",0
"18.0","0","0","243","84684","caramelized",0
"21.0","0","0","297","164518","caramelized",0
"24.0","0","0","456","284427","caramelized",0
"27.0","0","0","616","402831","caramelized",0
"30.0","0","0","486","406497","caramelized",0
"33.0","0","0","361","332325","caramelized",0
"36.0","0","0","250","242145","caramelized",0
"39.0","0","0","236","189088","caramelized",0
"42.0","0","0","215","156791","caramelized",0
"45.0","0","0","249","156558","caramelized",0
"48.0","0","0","221","140589","caramelized",0
"51.0","0","0","154","112895","caramelized",0
"54.0","0","0","173","385725","caramelized",0
"57.0","0","0","182","113300","caramelized",0
"60.0","0","0","120","80352","caramelized",0
"63.0","0","0","108","48940","caramelized",0
"66.0","0","0","157","52266","caramelized",0
"69.0","0","0","117","40283","caramelized",0
"12","0","0","180","15597","career",0
"15.0","0","0","87","33500","career",0
"18.0","0","0","243","84684","career",0
"21.0","0","0","297","164518","career",0
"24.0","0","0","456","284427","career",0
"27.0","0","0","616","402831","career",0
"30.0","0","0","486","406497","career",0
"33.0","0","0","361","332325","career",0
"36.0","0","0","250","242145","career",0
"39.0","0","0","236","189088","career",0
"42.0","0","0","215","156791","career",0
"45.0","0","0","249","156558","career",0
"48.0","0","0","221","140589","career",0
"51.0","0","0","154","112895","career",0
"54.0","0","0","173","385725","career",0
"57.0","0","0","182","113300","career",0
"60.0","0","0","120","80352","career",0
"63.0","0","0","108","48940","career",0
"66.0","0","0","157","52266","career",0
"69.0","0","0","117","40283","career",0
"12","0","0","180","15597","case",0
"15.0","0","0","87","33500","case",0
"18.0","0","0","243","84684","case",0
"21.0","12","2","297","164518","case",0.477121254719662
"24.0","14","4","456","284427","case",0.698970004336019
"27.0","24","10","616","402831","case",1.04139268515823
"30.0","17","7","486","406497","case",0.903089986991944
"33.0","18","6","361","332325","case",0.845098040014257
"36.0","12","3","250","242145","case",0.602059991327962
"39.0","42","8","236","189088","case",0.954242509439325
"42.0","38","6","215","156791","case",0.845098040014257
"45.0","108","17","249","156558","case",1.25527250510331
"48.0","78","11","221","140589","case",1.07918124604762
"51.0","79","9","154","112895","case",1
"54.0","33","13","173","385725","case",1.14612803567824
"57.0","123","14","182","113300","case",1.17609125905568
"60.0","74","6","120","80352","case",0.845098040014257
"63.0","163","8","108","48940","case",0.954242509439325
"66.0","76","4","157","52266","case",0.698970004336019
"69.0","74","3","117","40283","case",0.602059991327962
"12","0","0","180","15597","cash",0
"15.0","0","0","87","33500","cash",0
"18.0","0","0","243","84684","cash",0
"21.0","6","1","297","164518","cash",0.301029995663981
"24.0","3","1","456","284427","cash",0.301029995663981
"27.0","4","2","616","402831","cash",0.477121254719662
"30.0","19","8","486","406497","cash",0.954242509439325
"33.0","33","11","361","332325","cash",1.07918124604762
"36.0","41","10","250","242145","cash",1.04139268515823
"39.0","5","1","236","189088","cash",0.301029995663981
"42.0","31","5","215","156791","cash",0.778151250383644
"45.0","31","5","249","156558","cash",0.778151250383644
"48.0","42","6","221","140589","cash",0.845098040014257
"51.0","35","4","154","112895","cash",0.698970004336019
"54.0","2","1","173","385725","cash",0.301029995663981
"57.0","114","13","182","113300","cash",1.14612803567824
"60.0","0","0","120","80352","cash",0
"63.0","0","0","108","48940","cash",0
"66.0","0","0","157","52266","cash",0
"69.0","0","0","117","40283","cash",0
"12","0","0","180","15597","cast",0
"15.0","0","0","87","33500","cast",0
"18.0","0","0","243","84684","cast",0
"21.0","0","0","297","164518","cast",0
"24.0","0","0","456","284427","cast",0
"27.0","0","0","616","402831","cast",0
"30.0","7","3","486","406497","cast",0.602059991327962
"33.0","0","0","361","332325","cast",0
"36.0","0","0","250","242145","cast",0
"39.0","0","0","236","189088","cast",0
"42.0","0","0","215","156791","cast",0
"45.0","0","0","249","156558","cast",0
"48.0","7","1","221","140589","cast",0.301029995663981
"51.0","0","0","154","112895","cast",0
"54.0","7","3","173","385725","cast",0.602059991327962
"57.0","26","3","182","113300","cast",0.602059991327962
"60.0","0","0","120","80352","cast",0
"63.0","0","0","108","48940","cast",0
"66.0","0","0","157","52266","cast",0
"69.0","24","1","117","40283","cast",0.301029995663981
"12","0","0","180","15597","casual",0
"15.0","0","0","87","33500","casual",0
"18.0","0","0","243","84684","casual",0
"21.0","0","0","297","164518","casual",0
"24.0","0","0","456","284427","casual",0
"27.0","0","0","616","402831","casual",0
"30.0","0","0","486","406497","casual",0
"33.0","0","0","361","332325","casual",0
"36.0","0","0","250","242145","casual",0
"39.0","0","0","236","189088","casual",0
"42.0","0","0","215","156791","casual",0
"45.0","0","0","249","156558","casual",0
"48.0","0","0","221","140589","casual",0
"51.0","0","0","154","112895","casual",0
"54.0","0","0","173","385725","casual",0
"57.0","0","0","182","113300","casual",0
"60.0","0","0","120","80352","casual",0
"63.0","0","0","108","48940","casual",0
"66.0","0","0","157","52266","casual",0
"69.0","0","0","117","40283","casual",0
"12","0","0","180","15597","cause",0
"15.0","29","1","87","33500","cause",0.301029995663981
"18.0","0","0","243","84684","cause",0
"21.0","36","6","297","164518","cause",0.845098040014257
"24.0","101","29","456","284427","cause",1.47712125471966
"27.0","91","37","616","402831","cause",1.57978359661681
"30.0","206","84","486","406497","cause",1.92941892571429
"33.0","421","140","361","332325","cause",2.14921911265538
"36.0","825","200","250","242145","cause",2.30319605742049
"39.0","904","171","236","189088","cause",2.23552844690755
"42.0","758","119","215","156791","cause",2.07918124604762
"45.0","728","114","249","156558","cause",2.06069784035361
"48.0","1237","174","221","140589","cause",2.24303804868629
"51.0","1036","117","154","112895","cause",2.07188200730613
"54.0","184","71","173","385725","cause",1.85733249643127
"57.0","538","61","182","113300","cause",1.79239168949825
"60.0","1194","96","120","80352","cause",1.98677173426624
"63.0","490","24","108","48940","cause",1.39794000867204
"66.0","363","19","157","52266","cause",1.30102999566398
"69.0","173","7","117","40283","cause",0.903089986991944
"12","0","0","180","15597","cellar",0
"15.0","0","0","87","33500","cellar",0
"18.0","0","0","243","84684","cellar",0
"21.0","0","0","297","164518","cellar",0
"24.0","0","0","456","284427","cellar",0
"27.0","2","1","616","402831","cellar",0.301029995663981
"30.0","0","0","486","406497","cellar",0
"33.0","0","0","361","332325","cellar",0
"36.0","4","1","250","242145","cellar",0.301029995663981
"39.0","0","0","236","189088","cellar",0
"42.0","12","2","215","156791","cellar",0.477121254719662
"45.0","12","2","249","156558","cellar",0.477121254719662
"48.0","0","0","221","140589","cellar",0
"51.0","0","0","154","112895","cellar",0
"54.0","0","0","173","385725","cellar",0
"57.0","0","0","182","113300","cellar",0
"60.0","0","0","120","80352","cellar",0
"63.0","0","0","108","48940","cellar",0
"66.0","19","1","157","52266","cellar",0.301029995663981
"69.0","24","1","117","40283","cellar",0.301029995663981
"12","0","0","180","15597","center",0
"15.0","0","0","87","33500","center",0
"18.0","0","0","243","84684","center",0
"21.0","0","0","297","164518","center",0
"24.0","0","0","456","284427","center",0
"27.0","0","0","616","402831","center",0
"30.0","0","0","486","406497","center",0
"33.0","6","2","361","332325","center",0.477121254719662
"36.0","4","1","250","242145","center",0.301029995663981
"39.0","21","4","236","189088","center",0.698970004336019
"42.0","0","0","215","156791","center",0
"45.0","6","1","249","156558","center",0.301029995663981
"48.0","21","3","221","140589","center",0.602059991327962
"51.0","0","0","154","112895","center",0
"54.0","10","4","173","385725","center",0.698970004336019
"57.0","26","3","182","113300","center",0.602059991327962
"60.0","37","3","120","80352","center",0.602059991327962
"63.0","61","3","108","48940","center",0.602059991327962
"66.0","0","0","157","52266","center",0
"69.0","0","0","117","40283","center",0
"12","0","0","180","15597","century",0
"15.0","0","0","87","33500","century",0
"18.0","0","0","243","84684","century",0
"21.0","0","0","297","164518","century",0
"24.0","0","0","456","284427","century",0
"27.0","0","0","616","402831","century",0
"30.0","0","0","486","406497","century",0
"33.0","0","0","361","332325","century",0
"36.0","0","0","250","242145","century",0
"39.0","0","0","236","189088","century",0
"42.0","0","0","215","156791","century",0
"45.0","0","0","249","156558","century",0
"48.0","0","0","221","140589","century",0
"51.0","0","0","154","112895","century",0
"54.0","0","0","173","385725","century",0
"57.0","0","0","182","113300","century",0
"60.0","0","0","120","80352","century",0
"63.0","0","0","108","48940","century",0
"66.0","0","0","157","52266","century",0
"69.0","0","0","117","40283","century",0
"12","0","0","180","15597","chain",0
"15.0","0","0","87","33500","chain",0
"18.0","35","3","243","84684","chain",0.602059991327962
"21.0","0","0","297","164518","chain",0
"24.0","77","22","456","284427","chain",1.36172783601759
"27.0","4","2","616","402831","chain",0.477121254719662
"30.0","7","3","486","406497","chain",0.602059991327962
"33.0","3","1","361","332325","chain",0.301029995663981
"36.0","4","1","250","242145","chain",0.301029995663981
"39.0","5","1","236","189088","chain",0.301029995663981
"42.0","19","3","215","156791","chain",0.602059991327962
"45.0","0","0","249","156558","chain",0
"48.0","0","0","221","140589","chain",0
"51.0","26","3","154","112895","chain",0.602059991327962
"54.0","12","5","173","385725","chain",0.778151250383644
"57.0","35","4","182","113300","chain",0.698970004336019
"60.0","0","0","120","80352","chain",0
"63.0","0","0","108","48940","chain",0
"66.0","0","0","157","52266","chain",0
"69.0","24","1","117","40283","chain",0.301029995663981
"12","0","0","180","15597","champagne",0
"15.0","0","0","87","33500","champagne",0
"18.0","0","0","243","84684","champagne",0
"21.0","0","0","297","164518","champagne",0
"24.0","0","0","456","284427","champagne",0
"27.0","0","0","616","402831","champagne",0
"30.0","0","0","486","406497","champagne",0
"33.0","0","0","361","332325","champagne",0
"36.0","0","0","250","242145","champagne",0
"39.0","0","0","236","189088","champagne",0
"42.0","0","0","215","156791","champagne",0
"45.0","0","0","249","156558","champagne",0
"48.0","0","0","221","140589","champagne",0
"51.0","0","0","154","112895","champagne",0
"54.0","0","0","173","385725","champagne",0
"57.0","0","0","182","113300","champagne",0
"60.0","0","0","120","80352","champagne",0
"63.0","0","0","108","48940","champagne",0
"66.0","0","0","157","52266","champagne",0
"69.0","0","0","117","40283","champagne",0
"12","0","0","180","15597","char",0
"15.0","0","0","87","33500","char",0
"18.0","0","0","243","84684","char",0
"21.0","0","0","297","164518","char",0
"24.0","3","1","456","284427","char",0.301029995663981
"27.0","0","0","616","402831","char",0
"30.0","0","0","486","406497","char",0
"33.0","0","0","361","332325","char",0
"36.0","0","0","250","242145","char",0
"39.0","0","0","236","189088","char",0
"42.0","0","0","215","156791","char",0
"45.0","0","0","249","156558","char",0
"48.0","0","0","221","140589","char",0
"51.0","0","0","154","112895","char",0
"54.0","0","0","173","385725","char",0
"57.0","0","0","182","113300","char",0
"60.0","0","0","120","80352","char",0
"63.0","0","0","108","48940","char",0
"66.0","0","0","157","52266","char",0
"69.0","0","0","117","40283","char",0
"12","0","0","180","15597","charred",0
"15.0","0","0","87","33500","charred",0
"18.0","0","0","243","84684","charred",0
"21.0","0","0","297","164518","charred",0
"24.0","0","0","456","284427","charred",0
"27.0","0","0","616","402831","charred",0
"30.0","0","0","486","406497","charred",0
"33.0","0","0","361","332325","charred",0
"36.0","0","0","250","242145","charred",0
"39.0","0","0","236","189088","charred",0
"42.0","0","0","215","156791","charred",0
"45.0","0","0","249","156558","charred",0
"48.0","0","0","221","140589","charred",0
"51.0","0","0","154","112895","charred",0
"54.0","0","0","173","385725","charred",0
"57.0","0","0","182","113300","charred",0
"60.0","0","0","120","80352","charred",0
"63.0","0","0","108","48940","charred",0
"66.0","0","0","157","52266","charred",0
"69.0","0","0","117","40283","charred",0
"12","0","0","180","15597","chart",0
"15.0","0","0","87","33500","chart",0
"18.0","0","0","243","84684","chart",0
"21.0","0","0","297","164518","chart",0
"24.0","0","0","456","284427","chart",0
"27.0","0","0","616","402831","chart",0
"30.0","0","0","486","406497","chart",0
"33.0","6","2","361","332325","chart",0.477121254719662
"36.0","4","1","250","242145","chart",0.301029995663981
"39.0","0","0","236","189088","chart",0
"42.0","0","0","215","156791","chart",0
"45.0","0","0","249","156558","chart",0
"48.0","0","0","221","140589","chart",0
"51.0","0","0","154","112895","chart",0
"54.0","18","7","173","385725","chart",0.903089986991944
"57.0","0","0","182","113300","chart",0
"60.0","0","0","120","80352","chart",0
"63.0","0","0","108","48940","chart",0
"66.0","0","0","157","52266","chart",0
"69.0","0","0","117","40283","chart",0
"12","0","0","180","15597","cheesy",0
"15.0","477","16","87","33500","cheesy",1.23044892137827
"18.0","11","1","243","84684","cheesy",0.301029995663981
"21.0","24","4","297","164518","cheesy",0.698970004336019
"24.0","0","0","456","284427","cheesy",0
"27.0","7","3","616","402831","cheesy",0.602059991327962
"30.0","9","4","486","406497","cheesy",0.698970004336019
"33.0","0","0","361","332325","cheesy",0
"36.0","0","0","250","242145","cheesy",0
"39.0","0","0","236","189088","cheesy",0
"42.0","0","0","215","156791","cheesy",0
"45.0","0","0","249","156558","cheesy",0
"48.0","0","0","221","140589","cheesy",0
"51.0","8","1","154","112895","cheesy",0.301029995663981
"54.0","2","1","173","385725","cheesy",0.301029995663981
"57.0","8","1","182","113300","cheesy",0.301029995663981
"60.0","0","0","120","80352","cheesy",0
"63.0","0","0","108","48940","cheesy",0
"66.0","0","0","157","52266","cheesy",0
"69.0","0","0","117","40283","cheesy",0
"12","0","0","180","15597","chef",0
"15.0","0","0","87","33500","chef",0
"18.0","0","0","243","84684","chef",0
"21.0","0","0","297","164518","chef",0
"24.0","0","0","456","284427","chef",0
"27.0","12","5","616","402831","chef",0.778151250383644
"30.0","0","0","486","406497","chef",0
"33.0","0","0","361","332325","chef",0
"36.0","0","0","250","242145","chef",0
"39.0","0","0","236","189088","chef",0
"42.0","0","0","215","156791","chef",0
"45.0","0","0","249","156558","chef",0
"48.0","0","0","221","140589","chef",0
"51.0","0","0","154","112895","chef",0
"54.0","0","0","173","385725","chef",0
"57.0","0","0","182","113300","chef",0
"60.0","0","0","120","80352","chef",0
"63.0","0","0","108","48940","chef",0
"66.0","0","0","157","52266","chef",0
"69.0","0","0","117","40283","chef",0
"12","0","0","180","15597","chequered",0
"15.0","0","0","87","33500","chequered",0
"18.0","0","0","243","84684","chequered",0
"21.0","0","0","297","164518","chequered",0
"24.0","0","0","456","284427","chequered",0
"27.0","0","0","616","402831","chequered",0
"30.0","0","0","486","406497","chequered",0
"33.0","0","0","361","332325","chequered",0
"36.0","0","0","250","242145","chequered",0
"39.0","0","0","236","189088","chequered",0
"42.0","0","0","215","156791","chequered",0
"45.0","0","0","249","156558","chequered",0
"48.0","0","0","221","140589","chequered",0
"51.0","0","0","154","112895","chequered",0
"54.0","0","0","173","385725","chequered",0
"57.0","0","0","182","113300","chequered",0
"60.0","0","0","120","80352","chequered",0
"63.0","0","0","108","48940","chequered",0
"66.0","0","0","157","52266","chequered",0
"69.0","0","0","117","40283","chequered",0
"12","64","1","180","15597","chew",0.301029995663981
"15.0","59","2","87","33500","chew",0.477121254719662
"18.0","35","3","243","84684","chew",0.602059991327962
"21.0","60","10","297","164518","chew",1.04139268515823
"24.0","42","12","456","284427","chew",1.11394335230684
"27.0","49","20","616","402831","chew",1.32221929473392
"30.0","22","9","486","406497","chew",1
"33.0","42","14","361","332325","chew",1.17609125905568
"36.0","24","6","250","242145","chew",0.845098040014257
"39.0","84","16","236","189088","chew",1.23044892137827
"42.0","57","9","215","156791","chew",1
"45.0","31","5","249","156558","chew",0.778151250383644
"48.0","28","4","221","140589","chew",0.698970004336019
"51.0","26","3","154","112895","chew",0.602059991327962
"54.0","23","9","173","385725","chew",1
"57.0","8","1","182","113300","chew",0.301029995663981
"60.0","0","0","120","80352","chew",0
"63.0","40","2","108","48940","chew",0.477121254719662
"66.0","38","2","157","52266","chew",0.477121254719662
"69.0","74","3","117","40283","chew",0.602059991327962
"12","0","0","180","15597","chewy",0
"15.0","29","1","87","33500","chewy",0.301029995663981
"18.0","0","0","243","84684","chewy",0
"21.0","0","0","297","164518","chewy",0
"24.0","0","0","456","284427","chewy",0
"27.0","7","3","616","402831","chewy",0.602059991327962
"30.0","2","1","486","406497","chewy",0.301029995663981
"33.0","6","2","361","332325","chewy",0.477121254719662
"36.0","49","12","250","242145","chewy",1.11394335230684
"39.0","0","0","236","189088","chewy",0
"42.0","0","0","215","156791","chewy",0
"45.0","0","0","249","156558","chewy",0
"48.0","28","4","221","140589","chewy",0.698970004336019
"51.0","0","0","154","112895","chewy",0
"54.0","0","0","173","385725","chewy",0
"57.0","0","0","182","113300","chewy",0
"60.0","0","0","120","80352","chewy",0
"63.0","20","1","108","48940","chewy",0.301029995663981
"66.0","0","0","157","52266","chewy",0
"69.0","49","2","117","40283","chewy",0.477121254719662
"12","0","0","180","15597","chill",0
"15.0","0","0","87","33500","chill",0
"18.0","0","0","243","84684","chill",0
"21.0","0","0","297","164518","chill",0
