"Age","Freq_100000w","Freq","No_of_transcripts","TotalFreq","Word","LogFreq"
"30.0","0","0","486","406497","scrawny",0
"33.0","0","0","361","332325","scrawny",0
"36.0","0","0","250","242145","scrawny",0
"39.0","0","0","236","189088","scrawny",0
"42.0","0","0","215","156791","scrawny",0
"45.0","0","0","249","156558","scrawny",0
"48.0","0","0","221","140589","scrawny",0
"51.0","0","0","154","112895","scrawny",0
"54.0","0","0","173","385725","scrawny",0
"57.0","0","0","182","113300","scrawny",0
"60.0","0","0","120","80352","scrawny",0
"63.0","0","0","108","48940","scrawny",0
"66.0","0","0","157","52266","scrawny",0
"69.0","0","0","117","40283","scrawny",0
"12","0","0","180","15597","scream",0
"15.0","0","0","87","33500","scream",0
"18.0","0","0","243","84684","scream",0
"21.0","0","0","297","164518","scream",0
"24.0","3","1","456","284427","scream",0.301029995663981
"27.0","2","1","616","402831","scream",0.301029995663981
"30.0","36","15","486","406497","scream",1.20411998265592
"33.0","15","5","361","332325","scream",0.778151250383644
"36.0","16","4","250","242145","scream",0.698970004336019
"39.0","37","7","236","189088","scream",0.903089986991944
"42.0","19","3","215","156791","scream",0.602059991327962
"45.0","6","1","249","156558","scream",0.301029995663981
"48.0","14","2","221","140589","scream",0.477121254719662
"51.0","26","3","154","112895","scream",0.602059991327962
"54.0","31","12","173","385725","scream",1.11394335230684
"57.0","0","0","182","113300","scream",0
"60.0","24","2","120","80352","scream",0.477121254719662
"63.0","20","1","108","48940","scream",0.301029995663981
"66.0","0","0","157","52266","scream",0
"69.0","74","3","117","40283","scream",0.602059991327962
"12","0","0","180","15597","screaming",0
"15.0","0","0","87","33500","screaming",0
"18.0","0","0","243","84684","screaming",0
"21.0","6","1","297","164518","screaming",0.301029995663981
"24.0","14","4","456","284427","screaming",0.698970004336019
"27.0","0","0","616","402831","screaming",0
"30.0","0","0","486","406497","screaming",0
"33.0","12","4","361","332325","screaming",0.698970004336019
"36.0","20","5","250","242145","screaming",0.778151250383644
"39.0","0","0","236","189088","screaming",0
"42.0","6","1","215","156791","screaming",0.301029995663981
"45.0","0","0","249","156558","screaming",0
"48.0","21","3","221","140589","screaming",0.602059991327962
"51.0","0","0","154","112895","screaming",0
"54.0","5","2","173","385725","screaming",0.477121254719662
"57.0","8","1","182","113300","screaming",0.301029995663981
"60.0","0","0","120","80352","screaming",0
"63.0","20","1","108","48940","screaming",0.301029995663981
"66.0","19","1","157","52266","screaming",0.301029995663981
"69.0","0","0","117","40283","screaming",0
"12","0","0","180","15597","screech",0
"15.0","29","1","87","33500","screech",0.301029995663981
"18.0","0","0","243","84684","screech",0
"21.0","6","1","297","164518","screech",0.301029995663981
"24.0","0","0","456","284427","screech",0
"27.0","0","0","616","402831","screech",0
"30.0","0","0","486","406497","screech",0
"33.0","0","0","361","332325","screech",0
"36.0","0","0","250","242145","screech",0
"39.0","0","0","236","189088","screech",0
"42.0","0","0","215","156791","screech",0
"45.0","0","0","249","156558","screech",0
"48.0","0","0","221","140589","screech",0
"51.0","0","0","154","112895","screech",0
"54.0","0","0","173","385725","screech",0
"57.0","0","0","182","113300","screech",0
"60.0","0","0","120","80352","screech",0
"63.0","0","0","108","48940","screech",0
"66.0","19","1","157","52266","screech",0.301029995663981
"69.0","0","0","117","40283","screech",0
"12","0","0","180","15597","screeching",0
"15.0","0","0","87","33500","screeching",0
"18.0","0","0","243","84684","screeching",0
"21.0","0","0","297","164518","screeching",0
"24.0","0","0","456","284427","screeching",0
"27.0","0","0","616","402831","screeching",0
"30.0","0","0","486","406497","screeching",0
"33.0","0","0","361","332325","screeching",0
"36.0","0","0","250","242145","screeching",0
"39.0","0","0","236","189088","screeching",0
"42.0","0","0","215","156791","screeching",0
"45.0","0","0","249","156558","screeching",0
"48.0","0","0","221","140589","screeching",0
"51.0","0","0","154","112895","screeching",0
"54.0","0","0","173","385725","screeching",0
"57.0","0","0","182","113300","screeching",0
"60.0","0","0","120","80352","screeching",0
"63.0","0","0","108","48940","screeching",0
"66.0","0","0","157","52266","screeching",0
"69.0","0","0","117","40283","screeching",0
"12","0","0","180","15597","scurry",0
"15.0","0","0","87","33500","scurry",0
"18.0","0","0","243","84684","scurry",0
"21.0","0","0","297","164518","scurry",0
"24.0","0","0","456","284427","scurry",0
"27.0","0","0","616","402831","scurry",0
"30.0","0","0","486","406497","scurry",0
"33.0","0","0","361","332325","scurry",0
"36.0","0","0","250","242145","scurry",0
"39.0","0","0","236","189088","scurry",0
"42.0","0","0","215","156791","scurry",0
"45.0","0","0","249","156558","scurry",0
"48.0","0","0","221","140589","scurry",0
"51.0","0","0","154","112895","scurry",0
"54.0","0","0","173","385725","scurry",0
"57.0","0","0","182","113300","scurry",0
"60.0","0","0","120","80352","scurry",0
"63.0","0","0","108","48940","scurry",0
"66.0","0","0","157","52266","scurry",0
"69.0","0","0","117","40283","scurry",0
"12","0","0","180","15597","sea",0
"15.0","0","0","87","33500","sea",0
"18.0","23","2","243","84684","sea",0.477121254719662
"21.0","48","8","297","164518","sea",0.954242509439325
"24.0","73","21","456","284427","sea",1.34242268082221
"27.0","57","23","616","402831","sea",1.38021124171161
"30.0","115","47","486","406497","sea",1.68124123737559
"33.0","108","36","361","332325","sea",1.56820172406699
"36.0","111","27","250","242145","sea",1.44715803134222
"39.0","137","26","236","189088","sea",1.43136376415899
"42.0","57","9","215","156791","sea",1
"45.0","121","19","249","156558","sea",1.30102999566398
"48.0","78","11","221","140589","sea",1.07918124604762
"51.0","17","2","154","112895","sea",0.477121254719662
"54.0","44","17","173","385725","sea",1.25527250510331
"57.0","79","9","182","113300","sea",1
"60.0","12","1","120","80352","sea",0.301029995663981
"63.0","0","0","108","48940","sea",0
"66.0","57","3","157","52266","sea",0.602059991327962
"69.0","124","5","117","40283","sea",0.778151250383644
"12","0","0","180","15597","sear",0
"15.0","0","0","87","33500","sear",0
"18.0","0","0","243","84684","sear",0
"21.0","0","0","297","164518","sear",0
"24.0","0","0","456","284427","sear",0
"27.0","0","0","616","402831","sear",0
"30.0","0","0","486","406497","sear",0
"33.0","0","0","361","332325","sear",0
"36.0","0","0","250","242145","sear",0
"39.0","0","0","236","189088","sear",0
"42.0","0","0","215","156791","sear",0
"45.0","0","0","249","156558","sear",0
"48.0","0","0","221","140589","sear",0
"51.0","0","0","154","112895","sear",0
"54.0","0","0","173","385725","sear",0
"57.0","0","0","182","113300","sear",0
"60.0","0","0","120","80352","sear",0
"63.0","0","0","108","48940","sear",0
"66.0","0","0","157","52266","sear",0
"69.0","0","0","117","40283","sear",0
"12","0","0","180","15597","searing",0
"15.0","0","0","87","33500","searing",0
"18.0","0","0","243","84684","searing",0
"21.0","0","0","297","164518","searing",0
"24.0","0","0","456","284427","searing",0
"27.0","0","0","616","402831","searing",0
"30.0","0","0","486","406497","searing",0
"33.0","0","0","361","332325","searing",0
"36.0","0","0","250","242145","searing",0
"39.0","0","0","236","189088","searing",0
"42.0","0","0","215","156791","searing",0
"45.0","0","0","249","156558","searing",0
"48.0","0","0","221","140589","searing",0
"51.0","0","0","154","112895","searing",0
"54.0","0","0","173","385725","searing",0
"57.0","0","0","182","113300","searing",0
"60.0","0","0","120","80352","searing",0
"63.0","0","0","108","48940","searing",0
"66.0","0","0","157","52266","searing",0
"69.0","0","0","117","40283","searing",0
"12","0","0","180","15597","second",0
"15.0","0","0","87","33500","second",0
"18.0","0","0","243","84684","second",0
"21.0","36","6","297","164518","second",0.845098040014257
"24.0","14","4","456","284427","second",0.698970004336019
"27.0","27","11","616","402831","second",1.07918124604762
"30.0","7","3","486","406497","second",0.602059991327962
"33.0","12","4","361","332325","second",0.698970004336019
"36.0","41","10","250","242145","second",1.04139268515823
"39.0","47","9","236","189088","second",1
"42.0","70","11","215","156791","second",1.07918124604762
"45.0","121","19","249","156558","second",1.30102999566398
"48.0","106","15","221","140589","second",1.20411998265592
"51.0","53","6","154","112895","second",0.845098040014257
"54.0","134","52","173","385725","second",1.72427586960079
"57.0","97","11","182","113300","second",1.07918124604762
"60.0","74","6","120","80352","second",0.845098040014257
"63.0","122","6","108","48940","second",0.845098040014257
"66.0","172","9","157","52266","second",1
"69.0","273","11","117","40283","second",1.07918124604762
"12","0","0","180","15597","seed",0
"15.0","119","4","87","33500","seed",0.698970004336019
"18.0","23","2","243","84684","seed",0.477121254719662
"21.0","0","0","297","164518","seed",0
"24.0","14","4","456","284427","seed",0.698970004336019
"27.0","42","17","616","402831","seed",1.25527250510331
"30.0","29","12","486","406497","seed",1.11394335230684
"33.0","36","12","361","332325","seed",1.11394335230684
"36.0","28","7","250","242145","seed",0.903089986991944
"39.0","63","12","236","189088","seed",1.11394335230684
"42.0","31","5","215","156791","seed",0.778151250383644
"45.0","19","3","249","156558","seed",0.602059991327962
"48.0","14","2","221","140589","seed",0.477121254719662
"51.0","79","9","154","112895","seed",1
"54.0","20","8","173","385725","seed",0.954242509439325
"57.0","17","2","182","113300","seed",0.477121254719662
"60.0","0","0","120","80352","seed",0
"63.0","61","3","108","48940","seed",0.602059991327962
"66.0","133","7","157","52266","seed",0.903089986991944
"69.0","74","3","117","40283","seed",0.602059991327962
"12","0","0","180","15597","select",0
"15.0","0","0","87","33500","select",0
"18.0","0","0","243","84684","select",0
"21.0","0","0","297","164518","select",0
"24.0","0","0","456","284427","select",0
"27.0","0","0","616","402831","select",0
"30.0","0","0","486","406497","select",0
"33.0","0","0","361","332325","select",0
"36.0","0","0","250","242145","select",0
"39.0","0","0","236","189088","select",0
"42.0","0","0","215","156791","select",0
"45.0","0","0","249","156558","select",0
"48.0","0","0","221","140589","select",0
"51.0","0","0","154","112895","select",0
"54.0","0","0","173","385725","select",0
"57.0","0","0","182","113300","select",0
"60.0","0","0","120","80352","select",0
"63.0","0","0","108","48940","select",0
"66.0","0","0","157","52266","select",0
"69.0","0","0","117","40283","select",0
"12","0","0","180","15597","selection",0
"15.0","0","0","87","33500","selection",0
"18.0","0","0","243","84684","selection",0
"21.0","0","0","297","164518","selection",0
"24.0","0","0","456","284427","selection",0
"27.0","0","0","616","402831","selection",0
"30.0","0","0","486","406497","selection",0
"33.0","0","0","361","332325","selection",0
"36.0","0","0","250","242145","selection",0
"39.0","0","0","236","189088","selection",0
"42.0","0","0","215","156791","selection",0
"45.0","0","0","249","156558","selection",0
"48.0","0","0","221","140589","selection",0
"51.0","0","0","154","112895","selection",0
"54.0","0","0","173","385725","selection",0
"57.0","0","0","182","113300","selection",0
"60.0","0","0","120","80352","selection",0
"63.0","0","0","108","48940","selection",0
"66.0","0","0","157","52266","selection",0
"69.0","0","0","117","40283","selection",0
"12","0","0","180","15597","senior",0
"15.0","0","0","87","33500","senior",0
"18.0","0","0","243","84684","senior",0
"21.0","0","0","297","164518","senior",0
"24.0","0","0","456","284427","senior",0
"27.0","0","0","616","402831","senior",0
"30.0","0","0","486","406497","senior",0
"33.0","0","0","361","332325","senior",0
"36.0","4","1","250","242145","senior",0.301029995663981
"39.0","0","0","236","189088","senior",0
"42.0","0","0","215","156791","senior",0
"45.0","0","0","249","156558","senior",0
"48.0","0","0","221","140589","senior",0
"51.0","0","0","154","112895","senior",0
"54.0","0","0","173","385725","senior",0
"57.0","0","0","182","113300","senior",0
"60.0","0","0","120","80352","senior",0
"63.0","0","0","108","48940","senior",0
"66.0","0","0","157","52266","senior",0
"69.0","0","0","117","40283","senior",0
"12","0","0","180","15597","septic",0
"15.0","0","0","87","33500","septic",0
"18.0","0","0","243","84684","septic",0
"21.0","0","0","297","164518","septic",0
"24.0","0","0","456","284427","septic",0
"27.0","0","0","616","402831","septic",0
"30.0","0","0","486","406497","septic",0
"33.0","0","0","361","332325","septic",0
"36.0","0","0","250","242145","septic",0
"39.0","0","0","236","189088","septic",0
"42.0","0","0","215","156791","septic",0
"45.0","0","0","249","156558","septic",0
"48.0","0","0","221","140589","septic",0
"51.0","0","0","154","112895","septic",0
"54.0","0","0","173","385725","septic",0
"57.0","0","0","182","113300","septic",0
"60.0","0","0","120","80352","septic",0
"63.0","0","0","108","48940","septic",0
"66.0","0","0","157","52266","septic",0
"69.0","0","0","117","40283","septic",0
"12","0","0","180","15597","sergeant",0
"15.0","0","0","87","33500","sergeant",0
"18.0","0","0","243","84684","sergeant",0
"21.0","66","11","297","164518","sergeant",1.07918124604762
"24.0","0","0","456","284427","sergeant",0
"27.0","4","2","616","402831","sergeant",0.477121254719662
"30.0","0","0","486","406497","sergeant",0
"33.0","0","0","361","332325","sergeant",0
"36.0","0","0","250","242145","sergeant",0
"39.0","0","0","236","189088","sergeant",0
"42.0","0","0","215","156791","sergeant",0
"45.0","0","0","249","156558","sergeant",0
"48.0","0","0","221","140589","sergeant",0
"51.0","0","0","154","112895","sergeant",0
"54.0","2","1","173","385725","sergeant",0.301029995663981
"57.0","0","0","182","113300","sergeant",0
"60.0","0","0","120","80352","sergeant",0
"63.0","0","0","108","48940","sergeant",0
"66.0","0","0","157","52266","sergeant",0
"69.0","0","0","117","40283","sergeant",0
"12","0","0","180","15597","sew",0
"15.0","0","0","87","33500","sew",0
"18.0","0","0","243","84684","sew",0
"21.0","0","0","297","164518","sew",0
"24.0","3","1","456","284427","sew",0.301029995663981
"27.0","4","2","616","402831","sew",0.477121254719662
"30.0","71","29","486","406497","sew",1.47712125471966
"33.0","0","0","361","332325","sew",0
"36.0","37","9","250","242145","sew",1
"39.0","26","5","236","189088","sew",0.778151250383644
"42.0","0","0","215","156791","sew",0
"45.0","25","4","249","156558","sew",0.698970004336019
"48.0","7","1","221","140589","sew",0.301029995663981
"51.0","0","0","154","112895","sew",0
"54.0","44","17","173","385725","sew",1.25527250510331
"57.0","8","1","182","113300","sew",0.301029995663981
"60.0","12","1","120","80352","sew",0.301029995663981
"63.0","20","1","108","48940","sew",0.301029995663981
"66.0","0","0","157","52266","sew",0
"69.0","0","0","117","40283","sew",0
"12","0","0","180","15597","shadow",0
"15.0","0","0","87","33500","shadow",0
"18.0","0","0","243","84684","shadow",0
"21.0","158","26","297","164518","shadow",1.43136376415899
"24.0","17","5","456","284427","shadow",0.778151250383644
